"probe_id","Refseq_id","Symbol"
"ILMN_1683149","NM_001006606.1","LOC388882"
"ILMN_1763216","XM_940790.1","LOC651609"
"ILMN_1723156","NM_002836.2","PTPRA"
"ILMN_1747314","XM_933749.1","MYO5B"
"ILMN_1811264","NM_052849.2","C15orf57"
"ILMN_1802482","XM_930030.1","LOC152084"
"ILMN_1775743","NM_001731.1","BTG1"
"ILMN_1701386","NM_018571.5","STRADB"
"ILMN_1678404","NM_018693.2","FBXO11"
"ILMN_1733164","NM_018693.2","FBXO11"
"ILMN_1735127","XM_926409.1","LOC643040"
"ILMN_1655283","NM_001566.1","INPP4A"
"ILMN_1695763","NM_006810.2","PDIA5"
"ILMN_2136133","NM_002568.3","PABPC1"
"ILMN_1740559","NM_000131.3","F7"
"ILMN_2358265","NM_000131.3","F7"
"ILMN_2267025","NM_000131.3","F7"
"ILMN_1664336","XM_929213.1","LOC643799"
"ILMN_1658978","XM_939236.2","LOC650155"
"ILMN_2356672","NM_015636.3","EIF2B4"
"ILMN_1710740","NM_000063.3","C2"
"ILMN_1764244","XM_172860.4","LOC255649"
"ILMN_1756204","NM_001006944.1","RPS6KA4"
"ILMN_1660882","NM_000741.2","CHRM4"
"ILMN_1737036","NM_178026.2","GGT7"
"ILMN_1808984","XM_939090.1","CXorf48"
"ILMN_1792777","NM_152237.1","GAS2L1"
"ILMN_1668442","NM_058184.1","C21orf42"
"ILMN_1763537","NM_207338.2","LCTL"
"ILMN_1778223","XM_927073.1","LOC643792"
"ILMN_1672846","XM_932872.1","LOC645396"
"ILMN_1771320","NM_001004322.1","FLJ38717"
"ILMN_2091375","NM_016618.1","KRCC1"
"ILMN_1745620","NM_016618.1","KRCC1"
"ILMN_2161746","NM_004240.2","TRIP10"
"ILMN_1653826","NM_033642.1","FGF13"
"ILMN_1700432","NM_002221.2","ITPKB"
"ILMN_2311548","NM_016077.3","PTRH2"
"ILMN_1812364","XM_926628.1","LOC643266"
"ILMN_1801040","NM_001030288.1","SPN"
"ILMN_1658017","NM_001030288.1","SPN"
"ILMN_1686759","XM_935723.1","LOC641957"
"ILMN_1689136","XM_930130.1","LOC644962"
"ILMN_2330806","NM_078471.3","MYO18A"
"ILMN_1780560","NM_078471.3","MYO18A"
"ILMN_2136989","XM_930958.1","LOC642622"
"ILMN_1668334","XM_935579.1","LOC641834"
"ILMN_1713163","NM_003601.2","SMARCA5"
"ILMN_2352580","NM_015844.1","MBD1"
"ILMN_1741157","NM_001004299.1","FLJ43980"
"ILMN_1681008","NM_006568.2","CGRRF1"
"ILMN_1727523","XM_937862.2","LOC644962"
"ILMN_1689897","XM_938356.1","LOC649292"
"ILMN_1799836","NM_006735.3","HOXA2"
"ILMN_2107068","NM_006735.3","HOXA2"
"ILMN_1759252","NM_176801.1","ADD1"
"ILMN_2245627","NM_001080520.1","DRGX"
"ILMN_1672854","XM_928363.1","LOC653605"
"ILMN_1800270","NM_198904.1","GABRG2"
"ILMN_1710758","NM_019592.5","RNF20"
"ILMN_1775114","NM_001248.1","ENTPD3"
"ILMN_2087941","NM_001248.1","ENTPD3"
"ILMN_1676294","NM_007073.3","BVES"
"ILMN_1734306","NM_001005165.1","OR52E4"
"ILMN_1757440","XM_001130258.1","FAM69B"
"ILMN_1718446","XM_001130258.1","FAM69B"
"ILMN_1798870","NM_014276.2","RBPJL"
"ILMN_1679797","NM_001112.2","ADARB1"
"ILMN_1697628","NM_001112.2","ADARB1"
"ILMN_1731165","NM_013356.2","SLC16A8"
"ILMN_1788625","NM_006544.3","EXOC5"
"ILMN_2206282","NM_182625.2","GEN1"
"ILMN_1680220","NM_182625.2","GEN1"
"ILMN_1705737","NM_000884.2","IMPDH2"
"ILMN_1814600","NM_018369.1","DEPDC1B"
"ILMN_2103685","NM_018369.1","DEPDC1B"
"ILMN_1708632","NM_016643.1","ZNF771"
"ILMN_2049766","NM_004289.5","NFE2L3"
"ILMN_2380850","NM_001039708.1","SDCCAG3"
"ILMN_1803997","NM_001039708.1","SDCCAG3"
"ILMN_1698849","NM_000742.1","CHRNA2"
"ILMN_2183216","NM_016614.2","TTRAP"
"ILMN_1785821","NM_016614.2","TTRAP"
"ILMN_2171102","NM_018133.2","MSL2"
"ILMN_1722634","NM_006184.3","NUCB1"
"ILMN_1759989","NM_207646.1","LOC400696"
"ILMN_1787815","NM_021158.3","TRIB3"
"ILMN_2342851","NM_181335.2","ARHGAP8"
"ILMN_1777031","NM_181871.2","PKLR"
"ILMN_1725172","NM_181871.2","PKLR"
"ILMN_1703487","NM_006769.2","LMO4"
"ILMN_2117171","NM_006769.2","LMO4"
"ILMN_1697810","NM_001080509.1","TSPAN11"
"ILMN_2341524","NM_001080509.1","TSPAN11"
"ILMN_1695187","NM_002102.3","GYPE"
"ILMN_1812163","NM_002102.3","GYPE"
"ILMN_1699790","XM_941322.1","LOC652022"
"ILMN_1713369","NM_012423.2","RPL13A"
"ILMN_1698735","NM_001014368.1","HSP90AB2P"
"ILMN_1701603","NM_000478.3","ALPL"
"ILMN_1713249","NM_015651.1","PHF19"
"ILMN_1707218","XM_926699.1","LOC643369"
"ILMN_1767344","XM_293943.2","LOC340096"
"ILMN_2258471","NM_022902.2","SLC30A5"
"ILMN_1709728","NM_022902.2","SLC30A5"
"ILMN_1664153","NM_022902.2","SLC30A5"
"ILMN_1801842","NM_002852.2","PTX3"
"ILMN_2413527","NM_003373.3","VCL"
"ILMN_1748150","NM_182610.2","SAMD7"
"ILMN_1724427","NM_001005278.1","OR6N2"
"ILMN_1658847","XM_939432.1","MGC61598"
"ILMN_1803728","NM_001001479.2","SLC35E4"
"ILMN_1801435","XM_938659.1","LOC649596"
"ILMN_1675830","XM_928034.1","LOC644950"
"ILMN_1679342","XM_928376.1","LOC645342"
"ILMN_1803825","NM_000609.4","CXCL12"
"ILMN_1689111","NM_000609.4","CXCL12"
"ILMN_2242309","NM_014404.1","CACNG5"
"ILMN_1749402","NM_014404.1","CACNG5"
"ILMN_1655713","NM_001004691.1","OR2M7"
"ILMN_1691127","NM_000638.3","VTN"
"ILMN_1786545","XM_930757.1","LOC642370"
"ILMN_1697115","XR_000645.1","FLJ12355"
"ILMN_1754272","NM_022770.2","GINS3"
"ILMN_1785058","XM_378517.4","MGC15885"
"ILMN_1670716","XM_925886.1","LOC642355"
"ILMN_1805833","XM_937570.1","LOC646508"
"ILMN_1802834","XM_939086.1","LOC649999"
"ILMN_1697493","NM_178583.1","WDFY3"
"ILMN_1691395","NM_014415.2","ZBTB11"
"ILMN_1712513","NM_152438.1","DDX11"
"ILMN_1728564","XM_928021.1","LOC643090"
"ILMN_1712325","XM_926006.1","LOC642509"
"ILMN_1660978","NM_001005503.1","OR11G2"
"ILMN_1662619","NM_006287.4","TFPI"
"ILMN_1707124","NM_006287.4","TFPI"
"ILMN_1677959","XR_016431.1","LOC642397"
"ILMN_1872276","NM_052845.3","MMAB"
"ILMN_2131926","NM_001039127.2","ZNF718"
"ILMN_2376313","NM_138634.1","MSMB"
"ILMN_1751146","XM_936393.1","LOC642245"
"ILMN_1809964","NM_012351.1","OR10J1"
"ILMN_1653678","NM_015177.1","DTX4"
"ILMN_1679482","NM_006001.1","TUBA3C"
"ILMN_1754009","NM_198699.1","KRTAP10-12"
"ILMN_1687265","NM_032946.1","NXF5"
"ILMN_1659991","NM_003052.2","SLC34A1"
"ILMN_2150187","NM_152387.2","KCTD18"
"ILMN_1798690","NM_207517.2","ADAMTSL3"
"ILMN_1677636","NM_000095.2","COMP"
"ILMN_1731804","NR_002454.2","LOC606724"
"ILMN_2125747","NR_002454.2","LOC606724"
"ILMN_1655529","XM_942470.1","LOC652803"
"ILMN_1751045","XM_001134462.1","C20orf86"
"ILMN_2389155","NM_006759.3","UGP2"
"ILMN_1654340","NM_006759.3","UGP2"
"ILMN_2284181","NM_006759.3","UGP2"
"ILMN_1671969","NM_006759.3","UGP2"
"ILMN_2389151","NM_006759.3","UGP2"
"ILMN_1692199","NM_005667.2","RNF103"
"ILMN_2131493","NM_020746.2","VISA"
"ILMN_1693519","NM_001098512.1","PRKG1"
"ILMN_1654653","NM_005552.4","KLC1"
"ILMN_1726901","NM_005552.4","KLC1"
"ILMN_1718253","NM_016943.2","TAS2R3"
"ILMN_1715715","NM_004364.2","CEBPA"
"ILMN_2278335","NM_001080538.1","AKR1B15"
"ILMN_1775479","XM_939119.1","LOC650028"
"ILMN_1658206","NM_145047.3","C1orf102"
"ILMN_1677840","NM_206999.1","CNOT1"
"ILMN_1682501","NM_206999.1","CNOT1"
"ILMN_1792660","NM_203459.1","CAMSAP1L1"
"ILMN_1689257","NM_001017405.1","MAEA"
"ILMN_1803801","XM_943661.2","LRRC38"
"ILMN_2344373","NM_017458.2","MVP"
"ILMN_1765945","XM_932259.1","DKFZp686J0529"
"ILMN_1670901","NM_001303.2","COX10"
"ILMN_1651544","NM_018486.1","HDAC8"
"ILMN_1785345","NM_020370.1","GPR84"
"ILMN_1783656","NM_153007.3","ODF4"
"ILMN_1774813","NM_018969.3","GPR173"
"ILMN_1676447","NM_018969.3","GPR173"
"ILMN_2298028","NM_018969.3","GPR173"
"ILMN_1684439","NM_022443.2","MLF1"
"ILMN_1706536","XM_496558.2","LOC440871"
"ILMN_1776846","NM_001005161.2","OR52B4"
"ILMN_1738607","XM_929282.1","LOC646350"
"ILMN_1722527","NM_007015.2","LECT1"
"ILMN_1697373","NM_001012986.1","LOC388910"
"ILMN_1796574","NM_207406.2","BEND4"
"ILMN_1740094","NM_207406.2","BEND4"
"ILMN_1657147","XM_372447.3","LOC390282"
"ILMN_1740772","NM_133172.2","APBB3"
"ILMN_2139125","NM_152447.2","LRFN5"
"ILMN_1752380","NM_152477.2","ZNF565"
"ILMN_1773958","XM_930829.1","LOC642450"
"ILMN_1662962","NM_006438.2","COLEC10"
"ILMN_1691789","NM_005871.2","SMNDC1"
"ILMN_1736894","NM_001011724.1","HNRNPA1L2"
"ILMN_1681467","NM_032932.3","RAB11FIP4"
"ILMN_1697088","NM_024742.1","ARMC5"
"ILMN_1677166","XM_498275.2","LOC442382"
"ILMN_1689635","NM_020369.1","FSCN3"
"ILMN_1810593","NM_020794.2","LRRC7"
"ILMN_1723642","XM_930229.1","LOC647193"
"ILMN_1659327","XM_931217.1","LOC283683"
"ILMN_1659028","XM_943996.1","LOC649971"
"ILMN_1727740","NM_006372.3","SYNCRIP"
"ILMN_1711189","NM_001001998.1","EXOSC10"
"ILMN_1670796","NM_001001998.1","EXOSC10"
"ILMN_1786213","XM_929154.1","LOC646198"
"ILMN_2405324","NM_170743.2","IL28RA"
"ILMN_1791889","NM_138275.1","C6orf25"
"ILMN_1667402","XM_927860.1","LOC644763"
"ILMN_1727287","NM_032205.3","PHF20L1"
"ILMN_1717854","NM_001031712.2","TRMT11"
"ILMN_1805481","NM_001031712.2","TRMT11"
"ILMN_1761148","NM_001031712.2","TRMT11"
"ILMN_1727348","NM_015938.3","NMD3"
"ILMN_1775011","NM_024894.1","NOL10"
"ILMN_1736923","XM_941213.1","LOC651936"
"ILMN_1785455","XM_496056.2","LOC642397"
"ILMN_1677091","XM_937666.1","LOC648600"
"ILMN_1699070","XM_940342.1","LOC651208"
"ILMN_2364110","NM_001005742.1","GBA"
"ILMN_1755123","NM_001005742.1","GBA"
"ILMN_1712803","NM_031966.2","CCNB1"
"ILMN_2343332","NM_016283.4","TAF9"
"ILMN_1722772","XM_944644.1","LOC651398"
"ILMN_1690454","NM_203370.1","C3orf54"
"ILMN_1774547","NM_015134.2","MPRIP"
"ILMN_1743097","NM_001469.3","XRCC6"
"ILMN_2166506","NM_001469.3","XRCC6"
"ILMN_1779547","NM_006665.2","HPSE"
"ILMN_1652259","XM_933386.1","LOC644311"
"ILMN_1670038","NM_138568.2","EXOC3L2"
"ILMN_1653828","NM_018223.1","CHFR"
"ILMN_2412024","NM_015167.2","JMJD6"
"ILMN_1729165","NM_001006938.1","TCEAL6"
"ILMN_1665060","XR_016661.1","LOC643888"
"ILMN_2316878","NM_030671.1","PTPRO"
"ILMN_1744647","NM_018448.2","CAND1"
"ILMN_1749846","NM_005014.1","OMD"
"ILMN_2398294","NM_199046.1","TEPP"
"ILMN_2289473","NM_199046.1","TEPP"
"ILMN_1695263","XM_939275.2","SH2D5"
"ILMN_1789162","NM_006439.3","MAB21L2"
"ILMN_1704332","XM_944408.1","LOC654147"
"ILMN_1663364","XM_937693.1","C8orf30A"
"ILMN_1655904","NM_005012.2","ROR1"
"ILMN_1665795","NM_005012.2","ROR1"
"ILMN_1693986","NR_003521.1","WHAMML1"
"ILMN_1661897","NR_003521.1","WHAMML1"
"ILMN_1758390","NR_003521.1","WHAMML1"
"ILMN_1741572","NM_005858.2","AKAP8"
"ILMN_2123743","NM_004106.1","FCER1G"
"ILMN_1810267","NM_144666.1","DNHD1"
"ILMN_2320672","NM_173167.2","UNC45B"
"ILMN_1799848","NM_144590.2","ANKRD22"
"ILMN_1688435","NM_001004302.1","LOC155060"
"ILMN_1754017","NM_018392.3","C4orf21"
"ILMN_1702309","NM_001013678.1","LOC400968"
"ILMN_1659895","NM_002444.2","MSN"
"ILMN_1698770","NM_153013.3","C5orf33"
"ILMN_2319000","NM_139354.2","MATK"
"ILMN_2391900","NM_134426.2","SLC26A6"
"ILMN_1785252","NM_134426.2","SLC26A6"
"ILMN_1708922","NM_007313.2","ABL1"
"ILMN_1781654","XM_945168.1","C10orf93"
"ILMN_2232084","NR_002451.1","ABCA11"
"ILMN_1693438","NM_017703.1","FBXL12"
"ILMN_1796743","XM_941764.1","LOC652335"
"ILMN_1768466","XM_928072.1","LOC645010"
"ILMN_1702197","NM_178448.2","C9orf140"
"ILMN_1717733","XM_939650.1","LOC650566"
"ILMN_1726696","XM_933525.1","LOC646302"
"ILMN_1665397","NM_181489.5","ZNF445"
"ILMN_1770896","XM_372273.4","LOC644379"
"ILMN_1780613","XM_942291.1","LOC222967"
"ILMN_2327181","NM_024707.2","GEMIN7"
"ILMN_2199971","NM_001005282.1","OR5M8"
"ILMN_1678234","NM_001004344.1","MGC44328"
"ILMN_2327947","NM_052901.2","SLC25A25"
"ILMN_1791728","NM_052901.2","SLC25A25"
"ILMN_2206307","NM_012465.2","TLL2"
"ILMN_1789095","NM_001204.5","BMPR2"
"ILMN_1767632","XM_941146.1","LOC651886"
"ILMN_1768911","XM_927558.1","LOC644413"
"ILMN_1726257","NM_173358.2","SSX7"
"ILMN_1658571","XM_930640.1","LOC642280"
"ILMN_2281320","NM_001014989.1","LAT"
"ILMN_2064917","NM_018046.3","AGGF1"
"ILMN_2085258","NM_001004705.1","OR4D10"
"ILMN_2397571","NM_153747.1","PIGC"
"ILMN_1723632","NM_153747.1","PIGC"
"ILMN_1789314","XM_935705.1","LOC641823"
"ILMN_1702413","NM_001013626.2","LRRC67"
"ILMN_1780197","NM_020705.1","TBC1D24"
"ILMN_2060212","NM_020705.1","TBC1D24"
"ILMN_1774044","XM_936778.1","LOC647718"
"ILMN_1766087","NM_001013355.1","OR2G6"
"ILMN_1808769","NM_032705.2","C1orf97"
"ILMN_1687199","XM_001133215.1","LOC732391"
"ILMN_1752520","NM_152270.2","SLFN11"
"ILMN_2162860","NM_152270.2","SLFN11"
"ILMN_2328433","NM_006170.2","NOP2"
"ILMN_2361400","NM_015657.3","ABCA12"
"ILMN_1719772","NM_058201.2","SPAG11B"
"ILMN_1813775","NM_005255.1","GAK"
"ILMN_1670948","NM_058163.1","TSR2"
"ILMN_2405400","NM_001004057.1","GRK4"
"ILMN_1793570","NM_173578.1","C11orf72"
"ILMN_1801098","NM_138551.2","TSLP"
"ILMN_2168564","NM_020805.1","KLHL14"
"ILMN_1748123","NM_020805.1","KLHL14"
"ILMN_1706779","NM_000234.1","LIG1"
"ILMN_1687971","NM_024344.1","CAPN3"
"ILMN_1728228","NM_152909.2","ZNF548"
"ILMN_2376050","NM_005971.2","FXYD3"
"ILMN_1791580","NM_005971.2","FXYD3"
"ILMN_1688316","XM_928223.1","LOC645186"
"ILMN_1657701","XR_017971.1","TMEM137"
"ILMN_2177234","NM_001040702.1","DEFB104B"
"ILMN_1767747","NM_001527.2","HDAC2"
"ILMN_1807851","XM_936861.1","LOC647802"
"ILMN_1776656","NM_176824.1","BBS7"
"ILMN_1775012","NM_176824.1","BBS7"
"ILMN_1726545","NM_181879.1","LILRA5"
"ILMN_1784834","NM_001005167.1","OR52E6"
"ILMN_1806683","XM_001127514.1","LOC730862"
"ILMN_1653846","XM_942271.1","WHDC1L2"
"ILMN_1757388","NM_024578.1","OCEL1"
"ILMN_1679428","NM_012110.2","CHIC2"
"ILMN_1704765","NM_181846.1","ZSCAN22"
"ILMN_1676997","NM_016381.3","TREX1"
"ILMN_1692200","XR_015967.1","LOC134466"
"ILMN_1688666","NM_003524.2","HIST1H2BH"
"ILMN_1745473","XM_001126195.1","LOC727942"
"ILMN_1681049","XR_018108.1","LOC441811"
"ILMN_1775830","NM_024795.2","TM4SF20"
"ILMN_1737146","NM_014294.4","TRAM1"
"ILMN_2102201","NM_006143.1","GPR19"
"ILMN_1805973","NM_006143.1","GPR19"
"ILMN_1691916","NM_153369.1","KIAA1919"
"ILMN_1795336","NM_030664.3","PTER"
"ILMN_2392624","NM_030664.3","PTER"
"ILMN_2187071","NM_178122.2","C1orf201"
"ILMN_1692045","XM_931316.1","LOC643100"
"ILMN_1730825","NM_138484.2","SGOL1"
"ILMN_1689861","XM_936229.1","LOC653882"
"ILMN_2275742","NM_058248.1","DNASE2B"
"ILMN_1692896","NM_023007.1","JMJD4"
"ILMN_1755954","NM_014912.3","CPEB3"
"ILMN_1786628","XM_001128059.1","LOC653355"
"ILMN_1763960","XM_938232.1","LOC649162"
"ILMN_1794844","NM_003251.2","THRSP"
"ILMN_1727352","NM_001004059.2","OR4S2"
"ILMN_2085012","NM_014020.2","TMEM176B"
"ILMN_1813669","NM_015245.2","ANKS1A"
"ILMN_1728371","XM_944925.1","LOC649242"
"ILMN_1715407","XM_932171.1","LOC644404"
"ILMN_1799579","NM_024661.3","CCDC51"
"ILMN_1688580","NM_004345.3","CAMP"
"ILMN_1746472","XM_928239.1","FLJ33651"
"ILMN_1742549","XM_939005.1","LOC649926"
"ILMN_1808354","NM_003615.3","SLC4A7"
"ILMN_1684714","XM_935704.1","LOC641944"
"ILMN_1748182","NM_003140.1","SRY"
"ILMN_1789294","XM_941605.1","LOC652222"
"ILMN_1660775","XR_018707.1","LOC650152"
"ILMN_1712389","NM_001040138.1","CKLF"
"ILMN_2100731","NM_021153.2","CDH19"
"ILMN_2296422","NM_001042550.1","SMC2"
"ILMN_1748923","NM_001042550.1","SMC2"
"ILMN_2411190","NM_001042550.1","SMC2"
"ILMN_1771089","XM_945617.1","SPG21"
"ILMN_1720083","NM_139265.2","EHD4"
"ILMN_2133799","NM_005891.1","ACAT2"
"ILMN_1691291","NM_033198.2","PIGS"
"ILMN_1700276","NM_016475.2","C14orf100"
"ILMN_2337974","NM_181839.1","PKIA"
"ILMN_1757754","NM_022491.2","SUDS3"
"ILMN_2284647","NM_001851.3","COL9A1"
"ILMN_2390099","NM_001851.3","COL9A1"
"ILMN_1719471","NM_002439.2","MSH3"
"ILMN_1737396","NM_005805.3","PSMD14"
"ILMN_2316844","NM_203283.1","RBPJ"
"ILMN_1691809","NM_002786.2","PSMA1"
"ILMN_1763398","NM_207390.2","CLEC17A"
"ILMN_2414878","NM_001032221.1","STXBP1"
"ILMN_1765031","XM_932601.1","LOC339047"
"ILMN_1810881","NM_080863.4","ASB16"
"ILMN_2171295","NM_012395.2","PFTK1"
"ILMN_1656655","XM_941613.1","LOC654046"
"ILMN_1799369","NM_016552.2","ANKMY1"
"ILMN_1728645","XM_001131851.1","LOC649095"
"ILMN_1686645","NM_021645.4","UTP14C"
"ILMN_1694223","NM_022720.5","DGCR8"
"ILMN_1697120","XM_937108.1","LOC648058"
"ILMN_1665201","XM_943324.2","LOC643327"
"ILMN_1714121","NM_019854.3","PRMT8"
"ILMN_1659000","NM_022098.2","XPNPEP3"
"ILMN_2054928","NM_022098.2","XPNPEP3"
"ILMN_1752257","XM_371491.4","LOC388946"
"ILMN_1753766","XM_943925.1","LOC388743"
"ILMN_1656802","NM_002318.2","LOXL2"
"ILMN_1671765","NM_171982.3","TRIM35"
"ILMN_1772073","NM_001004685.1","OR2F2"
"ILMN_1666825","NM_207401.1","C1orf229"
"ILMN_1767980","XM_376822.2","LOC401497"
"ILMN_1693949","XM_939206.1","LOC650116"
"ILMN_1807719","NM_004937.2","CTNS"
"ILMN_1738010","NM_004937.2","CTNS"
"ILMN_1670522","XM_944358.1","LOC648476"
"ILMN_1675684","NM_014508.2","APOBEC3C"
"ILMN_1774528","NM_022036.2","GPRC5C"
"ILMN_1724211","NM_022036.2","GPRC5C"
"ILMN_1654496","XM_934868.1","LOC646168"
"ILMN_1668985","XM_936031.1","LOC653855"
"ILMN_1732096","XM_372423.2","LOC390231"
"ILMN_1745554","NM_001004348.1","FLJ16171"
"ILMN_1732860","NM_001001687.1","FLJ26850"
"ILMN_1670693","NM_005357.2","LIPE"
"ILMN_1763765","NM_133377.2","RAD1"
"ILMN_1737635","NM_133377.2","RAD1"
"ILMN_2222317","NM_007034.3","DNAJB4"
"ILMN_1813019","NM_007034.3","DNAJB4"
"ILMN_1785107","NM_018698.3","NXT2"
"ILMN_1699809","NM_032330.1","CAPNS2"
"ILMN_1706554","XM_932216.2","LOC644500"
"ILMN_1786189","NM_032390.3","MKI67IP"
"ILMN_1677719","NM_003654.3","CHST1"
"ILMN_1662908","XM_926213.1","LOC653149"
"ILMN_2211728","NM_002098.3","GUCA1B"
"ILMN_1709607","NM_207461.1","FLJ44881"
"ILMN_1731326","NM_001004315.1","FLJ46210"
"ILMN_1725534","NM_004924.3","ACTN4"
"ILMN_1694913","NM_001001395.1","LMO3"
"ILMN_1680230","XM_934624.2","LOC647264"
"ILMN_1810514","NM_014655.1","SLC25A44"
"ILMN_1666074","NM_172099.2","CD8B"
"ILMN_1766247","NM_020861.1","ZBTB2"
"ILMN_1791006","NM_017651.3","AHI1"
"ILMN_1670589","XM_938367.1","LOC643933"
"ILMN_1688205","NM_002776.4","KLK10"
"ILMN_1674046","XM_931112.2","C10orf128"
"ILMN_1729644","XM_928053.2","LOC643008"
"ILMN_1815480","NM_003960.2","NAT8"
"ILMN_1789500","NM_032529.1","KIAA1875"
"ILMN_2319326","NM_015833.2","ADARB1"
"ILMN_1694357","XM_943070.1","KIAA1109"
"ILMN_2404256","NM_007050.4","PTPRT"
"ILMN_1768856","NM_020549.3","CHAT"
"ILMN_1757604","NM_213674.1","TPM2"
"ILMN_1789196","NM_213674.1","TPM2"
"ILMN_1809582","NM_017684.3","VPS13C"
"ILMN_1754538","NM_032333.4","C10orf58"
"ILMN_1787480","XM_932850.1","LOC645363"
"ILMN_1777344","NM_001017.2","RPS13"
"ILMN_1672596","NM_014567.2","BCAR1"
"ILMN_1738003","NM_000307.2","POU3F4"
"ILMN_2298365","NM_181677.1","PPP2R2B"
"ILMN_1731745","NM_016533.4","NINJ2"
"ILMN_1797731","NM_022349.2","MS4A6A"
"ILMN_1687875","NM_003728.2","UNC5C"
"ILMN_1764967","XM_370975.3","LOC388259"
"ILMN_1763941","NM_017691.2","LRRC49"
"ILMN_1733421","NM_006257.2","PRKCQ"
"ILMN_1674983","XM_932678.1","LOC387841"
"ILMN_1877620","XM_001128884.1","LOC731227"
"ILMN_1757629","NM_181538.1","GJC3"
"ILMN_1728490","XM_937654.2","KIAA1530"
"ILMN_1677695","XM_937654.2","KIAA1530"
"ILMN_1729827","XM_937654.2","KIAA1530"
"ILMN_1799920","XM_497491.2","LOC441752"
"ILMN_2368268","NM_014336.3","AIPL1"
"ILMN_1732967","NM_133471.1","KIAA1949"
"ILMN_1761314","NM_021100.3","NFS1"
"ILMN_1703079","NM_021100.3","NFS1"
"ILMN_1715508","NM_006169.2","NNMT"
"ILMN_1740407","NM_175856.4","CHSY3"
"ILMN_1806951","NM_001033506.1","CSTF3"
"ILMN_1654690","NM_033070.2","CECR5"
"ILMN_1665035","NM_000526.3","KRT14"
"ILMN_1657812","XM_928035.1","LOC644951"
"ILMN_1725510","NM_014762.3","DHCR24"
"ILMN_1661032","XM_935679.1","LOC641926"
"ILMN_1749752","NM_032993.1","NOLA1"
"ILMN_1718358","XM_944981.1","LOC651864"
"ILMN_1760305","XM_495939.3","KIAA1545"
"ILMN_1781986","NM_001003684.1","UCRC"
"ILMN_1651967","NM_004881.2","TP53I3"
"ILMN_1722559","NM_022728.2","NEUROD6"
"ILMN_1671721","XM_001129472.1","LOC731396"
"ILMN_1782488","NM_024570.1","RNASEH2B"
"ILMN_1725145","NM_016937.1","POLA"
"ILMN_1750981","NM_001009937.1","SLC25A26"
"ILMN_2180239","NM_005128.2","DOPEY2"
"ILMN_1741711","NM_005128.2","DOPEY2"
"ILMN_1812877","NM_145271.3","ZNF688"
"ILMN_1687315","NM_002957.3","RXRA"
"ILMN_1654072","NM_002996.3","CX3CL1"
"ILMN_1688633","NM_004366.2","CLCN2"
"ILMN_2410905","NM_001040174.1","HTR4"
"ILMN_1705767","NM_004003.2","CRAT"
"ILMN_1721344","NM_130807.2","MOBKL2A"
"ILMN_1675086","XM_934230.1","UNC13C"
"ILMN_1815686","NM_017555.1","EGLN2"
"ILMN_1675858","NM_199171.1","PMEPA1"
"ILMN_1713058","NM_024430.2","PSTPIP2"
"ILMN_1676765","XR_000900.1","LOC390354"
"ILMN_1655632","NM_004421.2","DVL1"
"ILMN_1698103","XM_001130509.1","LOC222967"
"ILMN_1743933","NM_020856.2","TSHZ3"
"ILMN_1661940","NM_015215.1","CAMTA1"
"ILMN_2415979","NM_001080484.1","KIAA1751"
"ILMN_1805408","XM_001132413.1","LOC400796"
"ILMN_1712537","NM_018055.3","NODAL"
"ILMN_1747067","NM_002517.2","NPAS1"
"ILMN_1735180","NM_015331.2","NCSTN"
"ILMN_1699844","NM_024583.2","SCRN3"
"ILMN_2116516","NM_024583.2","SCRN3"
"ILMN_1657210","XM_928203.1","LOC645167"
"ILMN_1790411","XR_016151.1","LOC642414"
"ILMN_2317555","NM_001006682.1","SPIN2B"
"ILMN_1664611","XM_926953.1","LOC643648"
"ILMN_1768960","NM_178271.1","ATG4A"
"ILMN_1727479","NM_182752.3","TPRG1L"
"ILMN_1740711","XM_937234.2","KIAA1571"
"ILMN_1658909","NM_022353.1","OSGEPL1"
"ILMN_1659273","XM_497029.2","LOC441408"
"ILMN_2232953","NM_175886.2","PRPS1L1"
"ILMN_1654262","NM_152240.1","ZMAT3"
"ILMN_2361104","NM_152240.1","ZMAT3"
"ILMN_1814917","NM_003260.3","TLE2"
"ILMN_2354649","NM_054016.1","SFRS13A"
"ILMN_2265082","NM_054016.1","SFRS13A"
"ILMN_1677162","NM_054016.1","SFRS13A"
"ILMN_1736017","XM_932192.1","LOC643834"
"ILMN_1734365","NM_003988.3","PAX2"
"ILMN_1757914","NM_016145.2","C19orf56"
"ILMN_2383290","NM_033221.1","TRIM14"
"ILMN_2044645","NM_033377.1","CGB1"
"ILMN_1719750","NM_033377.1","CGB1"
"ILMN_1757317","NM_020117.9","LARS"
"ILMN_1813946","NM_031205.2","CABP1"
"ILMN_1652008","NM_033286.1","C15orf23"
"ILMN_1698950","NM_005049.2","PWP2"
"ILMN_1774800","NM_152305.1","KTELC1"
"ILMN_1660343","XM_930884.1","LOC653080"
"ILMN_1698909","XM_926315.1","LOC642936"
"ILMN_1783621","NM_207315.2","CMPK2"
"ILMN_1753523","XM_944729.1","SDC3"
"ILMN_1766176","NM_001010935.1","RAP1A"
"ILMN_1688312","XM_926720.1","PSPHL"
"ILMN_1691409","NM_014933.2","SEC31A"
"ILMN_2399896","NM_014933.2","SEC31A"
